Order ID,Customer Name,Region,Category,Product Name,Quantity,Total Sales,Net Profit,Sales with GST
10129,Dhanuk Dhar,North,Furniture,Table Placeat,1,24144.3,4041.1,28490.273999999998
10134,Shanaya Kala,North,Furniture,Sofa Nulla,1,67413.5,6655.67,79547.93
10142,Yuvraj  Bhardwaj,North,Electronics,Mobile Ea,3,77892.0,7594.54,91912.56
10148,Shaan Sehgal,North,Kitchen,Mixer Grinder Porro,1,61952.0,5189.49,73103.36
10151,Fateh Tripathi,North,Toys,Puzzle Repellendus,4,255584.2,24050.17,301589.35599999997
10153,Tiya Mani,North,Kitchen,Microwave Officiis,3,26532.0,3837.38,31307.76
10155,Ritvik Vyas,North,Home Decor,Clock Itaque,2,49451.3,8546.38,58352.534
10158,Ela Chakraborty,North,Toys,RC Car In,1,54312.0,10936.17,64088.159999999996
10165,Shayak Sekhon,North,Home Decor,Cushion Quasi,4,270461.2,51178.34,319144.216
10170,Inaaya  Walla,North,Sports,Tennis Racket Doloremque,5,104535.0,22068.31,123351.29999999999
10172,Uthkarsh Grewal,North,Kitchen,Mixer Grinder Officia,3,40274.7,4036.0,47524.14599999999
10176,Ritvik Agarwal,North,Beauty,Face Cream Id,5,90019.25,4561.6,106222.715
10177,Yasmin Sachdeva,North,Electronics,Camera At,2,80742.0,17592.37,95275.56
10186,Ritvik Shah,North,Sports,Cricket Bat Delectus,4,139745.0,17301.9,164899.1
10189,Lakshay Kari,North,Furniture,Chair Veniam,4,122288.4,16649.69,144300.31199999998
10195,Lagan Walla,North,Furniture,Sofa Voluptas,4,92333.8,8406.91,108953.88399999999
10200,Yakshit Tank,North,Beauty,Face Cream Necessitatibus,5,203480.0,18437.07,240106.4
10203,Baiju Barman,North,Toys,Doll Soluta,2,75977.2,11786.61,89653.09599999999
10218,Fateh Shroff,North,Sports,Tennis Racket Rem,5,159880.0,13769.85,188658.4
10219,Piya Korpal,North,Electronics,Headphones Recusandae,4,69008.4,15768.95,81429.91199999998
10227,Priyansh Gour,North,Groceries,Rice Ullam,5,295357.5,58308.1,348521.85
10228,Shray Dugar,North,Groceries,Spices Cum,3,47052.9,10506.97,55522.422
10232,Shaan Seth,North,Home Decor,Wall Art Earum,1,37200.0,7575.46,43896.0
10252,Charvi Shenoy,North,Toys,Doll Assumenda,2,119981.2,23234.02,141577.816
10256,Nirvi Keer,North,Electronics,Headphones Deleniti,3,10023.45,1456.11,11827.671
10258,Hazel Hayre,North,Home Decor,Vase Laboriosam,5,324859.5,53183.45,383334.20999999996
10259,Ritvik Mangat,North,Clothing,Accessories Iure,1,56853.7,9759.16,67087.366
10263,Bhavin Tara,North,Toys,Action Figure Beatae,3,136379.7,20913.92,160928.046
10268,Siya Chandra,North,Kitchen,Microwave Eius,2,17479.8,2640.87,20626.163999999997
10277,Alia Ravi,North,Beauty,Foundation Doloremque,4,236819.8,40372.4,279447.36399999994
10287,Anay Goswami,North,Electronics,Mobile Beatae,1,18079.45,3429.94,21333.751
10289,Sahil Saxena,North,Electronics,Camera Quasi,4,68889.6,11105.93,81289.728
10295,Shalv Lad,North,Furniture,Chair Assumenda,2,149425.5,16809.48,176322.09
10298,Pari Vohra,North,Books,Fiction Rem,5,116016.5,26646.97,136899.47
10300,Keya Borah,North,Electronics,Camera Placeat,5,155600.5,33651.01,183608.59
10303,Stuvan Hayer,North,Furniture,Bed Optio,5,203232.0,18444.62,239813.75999999998
10306,Shalv Ahluwalia,North,Toys,RC Car Nobis,5,178886.75,33710.88,211086.365
10308,Piya Yadav,North,Furniture,Sofa Temporibus,5,65178.0,14017.38,76910.04
10310,Tiya Bedi,North,Furniture,Bed Aspernatur,1,58351.85,7117.79,68855.18299999999
10314,Adira Dhingra,North,Beauty,Perfume Mollitia,5,352555.0,50630.69,416014.89999999997
10315,Saira Chacko,North,Books,Comics Reprehenderit,5,121954.5,16875.23,143906.31
10320,Gokul Kari,North,Groceries,Wheat Facere,1,79212.0,6199.67,93470.15999999999
10321,Veer Sood,North,Furniture,Chair Odit,3,71349.0,15172.76,84191.81999999999
10329,Dhanuk Ramachandran,North,Clothing,Kids Wear Pariatur,1,5141.0,929.63,6066.38
10333,Indrajit Kaul,North,Books,Fiction Sunt,5,243252.0,34303.11,287037.36
10351,Samaira Goel,North,Sports,Football Iusto,2,139236.0,30309.19,164298.47999999998
10355,Onkar Sunder,North,Groceries,Oil Quibusdam,4,40352.0,7659.18,47615.36
10356,Yasmin Baral,North,Home Decor,Cushion Consequatur,1,31347.9,4061.3,36990.522
10365,Mamooty Vora,North,Groceries,Wheat Animi,3,112462.65,21743.77,132705.927
10368,Ela Chandra,North,Home Decor,Clock Earum,5,111222.5,9145.67,131242.55
10372,Suhana Sunder,North,Electronics,Laptop Deserunt,1,11208.0,2672.37,13225.439999999999
10380,Ranbir Khalsa,North,Beauty,Shampoo Molestiae,2,103464.0,11392.29,122087.51999999999
10381,Darshit Upadhyay,North,Furniture,Bed Recusandae,2,42058.4,7357.3,49628.912
10382,Ayesha Sarna,North,Furniture,Bed Veritatis,1,65196.6,7225.16,76931.988
10384,Samar Jayaraman,North,Furniture,Bed Illum,4,137560.0,18865.74,162320.8
10385,Seher Lall,North,Sports,Cricket Bat Eligendi,3,91776.0,19045.63,108295.68
10389,Nitara Char,North,Toys,Board Game Impedit,1,40367.35,7957.7,47633.473
10407,Jiya Banerjee,North,Kitchen,Refrigerator Facere,1,26874.45,1408.57,31711.851
10412,Sumer Bhandari,North,Clothing,Kids Wear Reprehenderit,5,261839.0,41134.24,308970.01999999996
10416,Faiyaz Chada,North,Books,Biography Facilis,1,70674.3,17235.76,83395.674
10417,Azad Bhardwaj,North,Furniture,Cabinet Temporibus,3,123033.6,27145.18,145179.648
10419,Sana Borde,North,Clothing,Kids Wear Accusamus,5,283394.5,63463.71,334405.51
10434,Dhanuk Soni,North,Sports,Cricket Bat Totam,2,159698.0,38482.39,188443.63999999998
10435,Indrajit Wason,North,Clothing,Women's Wear Non,3,112295.7,26273.46,132508.92599999998
10436,Hazel Kade,North,Toys,Puzzle Tempore,1,15455.7,3606.43,18237.726
10444,Hunar Bedi,North,Sports,Tennis Racket Placeat,4,166433.4,32499.26,196391.41199999998
10452,Siya Thaker,North,Sports,Tennis Racket Illo,4,243113.6,37085.57,286874.048
10455,Sumer Vasa,North,Sports,Yoga Mat Distinctio,2,15075.2,2185.72,17788.736
10458,Reyansh Handa,North,Electronics,Mobile Nihil,4,127944.0,17284.96,150973.91999999998
10463,Vanya Upadhyay,North,Electronics,Mobile Quo,5,82570.5,15016.28,97433.18999999999
10465,Hridaan Dyal,North,Kitchen,Cookware Set Repellat,4,70579.2,8812.38,83283.45599999999
10467,Kiaan Bhat,North,Groceries,Sugar Fugit,4,186052.0,21722.39,219541.36
10468,Urvi Vora,North,Electronics,Laptop Magni,3,183584.7,12294.89,216629.946
10470,Aradhya Jayaraman,North,Clothing,Men's Wear Explicabo,5,142240.0,33226.84,167843.19999999998
10477,Kavya Kade,North,Kitchen,Microwave Cumque,1,60344.0,3392.64,71205.92
10479,Mamooty Boase,North,Books,Biography Eaque,1,43784.35,2675.16,51665.532999999996
10480,Zain Hari,North,Clothing,Accessories Repellendus,5,353172.0,60835.67,416742.95999999996
10481,Raghav Hegde,North,Books,Non-Fiction Architecto,3,88788.45,13087.72,104770.37099999998
10483,Aarav Bal,North,Books,Comics Eos,2,80529.0,6489.76,95024.22
10487,Suhana Sheth,North,Books,Non-Fiction Optio,4,59810.4,12464.49,70576.272
10504,Dhruv Aurora,North,Kitchen,Refrigerator Impedit,1,71520.0,9228.81,84393.59999999999
10505,Mahika Bail,North,Clothing,Kids Wear Distinctio,4,241362.0,46924.56,284807.16
10507,Parinaaz Bhandari,North,Electronics,Mobile Nulla,5,250101.0,15998.66,295119.18
10509,Shaan Master,North,Electronics,Camera Eius,4,74924.0,17324.15,88410.31999999999
10513,Parinaaz Rama,North,Toys,RC Car Illo,3,156367.2,11129.02,184513.296
10520,Sumer Goda,North,Home Decor,Clock Rerum,2,59007.6,4037.99,69628.968
10521,Akarsh Balan,North,Groceries,Wheat Voluptatem,5,83244.0,8272.34,98227.92
10523,Bhamini Gulati,North,Clothing,Kids Wear Quidem,5,184491.0,32778.89,217699.37999999998
10525,Alia Suri,North,Clothing,Kids Wear Voluptatum,2,125893.5,12613.24,148554.33
10526,Raghav Sachdeva,North,Sports,Football Deleniti,4,142130.2,8563.29,167713.636
10527,Zain Sarkar,North,Kitchen,Refrigerator Laboriosam,2,119124.0,11694.87,140566.32
10530,Aayush Sood,North,Kitchen,Cookware Set Nulla,1,44726.4,9396.33,52777.152
10535,Miraya Aurora,North,Clothing,Shoes Autem,5,51672.0,11810.45,60972.96
10541,Shanaya Gokhale,North,Sports,Football Dolorem,3,179721.0,40380.73,212070.78
10544,Akarsh Chacko,North,Kitchen,Cookware Set Minus,1,34273.8,2233.56,40443.084
10548,Romil Chana,North,Books,Fiction Dicta,2,82892.0,14454.55,97812.56
10554,Eva Khatri,North,Kitchen,Juicer Esse,3,2513.7,535.45,2966.1659999999997
10556,Aaryahi Madan,North,Groceries,Oil Pariatur,4,244425.6,57853.1,288422.208
10569,Vritika Cherian,North,Toys,Board Game Sed,1,67727.7,8682.4,79918.68599999999
10572,Raghav Kari,North,Kitchen,Mixer Grinder Illo,5,10106.5,2266.82,11925.67
10573,Saanvi Gulati,North,Books,Fiction Cumque,3,130779.0,24348.15,154319.22
10577,Rati Bawa,North,Furniture,Table Excepturi,2,131151.3,8562.53,154758.53399999999
10580,Samiha Bhagat,North,Books,Textbook Dolore,4,313508.0,31018.89,369939.44
10585,Fateh Maharaj,North,Furniture,Cabinet Quos,2,10965.0,1855.69,12938.699999999999
10586,Manikya Chacko,North,Sports,Dumbbells Accusamus,3,76677.3,15749.79,90479.21399999999
10588,Mishti Grover,North,Books,Textbook Ut,2,96575.1,6508.16,113958.618
10593,Mamooty Kapur,North,Electronics,Laptop Voluptas,3,26325.0,5599.31,31063.5
10597,Khushi Kale,North,Clothing,Men's Wear Facere,4,94559.2,8199.84,111579.85599999999
10599,Aaina Raval,North,Home Decor,Lamp Consequatur,2,101161.7,8121.41,119370.806
10600,Ishita Choudhary,North,Kitchen,Cookware Set Fugit,5,242564.5,17022.51,286226.11
10602,Kanav Suresh,North,Furniture,Chair Assumenda,4,96892.8,14303.18,114333.504
10603,Anay Bhakta,North,Electronics,Camera Sit,5,86302.75,16364.98,101837.245
10607,Veer Sule,North,Toys,Action Figure Corporis,5,117605.0,22118.89,138773.9
10610,Vaibhav Viswanathan,North,Furniture,Cabinet In,5,214110.0,52461.29,252649.8
10612,Fateh Iyengar,North,Groceries,Oil Natus,5,306705.0,54809.56,361911.89999999997
10614,Urvi Krishnan,North,Kitchen,Refrigerator Temporibus,1,60307.5,3766.9,71162.84999999999
10619,Divij Gulati,North,Furniture,Bed Distinctio,1,8844.5,502.84,10436.51
10624,Aarna Khare,North,Groceries,Spices Dolor,1,39768.0,5767.62,46926.24
10629,Indranil Kakar,North,Furniture,Bed Sapiente,1,1898.05,439.4,2239.6989999999996
10633,Vedika Atwal,North,Sports,Cricket Bat Labore,4,133235.6,32120.29,157218.008
10643,Abram Balasubramanian,North,Toys,RC Car Necessitatibus,1,5527.8,923.99,6522.804
10644,Diya Sagar,North,Clothing,Accessories Sit,5,348222.5,24671.88,410902.55
10647,Rhea Sabharwal,North,Toys,Action Figure Molestias,5,272612.0,18472.82,321682.16
10648,Lavanya Desai,North,Books,Fiction Consequatur,5,101957.5,5116.45,120309.84999999999
10652,Vedika Johal,North,Toys,Doll Quaerat,4,127828.2,22607.99,150837.27599999998
10656,Anika Thaker,North,Electronics,Camera Veritatis,5,243212.0,48161.52,286990.16
10657,Sumer Lanka,North,Furniture,Bed Eveniet,5,64765.75,6005.61,76423.58499999999
10658,Nehmat Rattan,North,Electronics,Mobile Adipisci,5,99849.5,11088.18,117822.40999999999
10660,Fateh Sahota,North,Beauty,Foundation Nostrum,4,192607.2,44323.62,227276.496
10664,Zain Mani,North,Clothing,Shoes Doloremque,4,182130.2,30387.53,214913.636
10666,Ojas Bhalla,North,Books,Fiction Blanditiis,3,28857.6,4466.64,34051.96799999999
10669,Eshani Chana,North,Groceries,Rice Molestiae,4,236648.8,13046.37,279245.584
10670,Aradhya Ganguly,North,Electronics,Camera Provident,3,78622.95,19128.29,92775.08099999999
10678,Keya Kalla,North,Groceries,Spices Inventore,3,174627.0,29134.83,206059.86
10680,Kanav Gaba,North,Furniture,Chair Unde,2,138358.8,30204.0,163263.384
10681,Riaan Korpal,North,Books,Comics Eveniet,2,111412.8,22664.98,131467.104
10686,Piya Ranganathan,North,Beauty,Shampoo Voluptate,5,252908.0,19686.13,298431.44
10688,Kiaan Desai,North,Clothing,Women's Wear Eos,4,215186.4,40621.43,253919.952
10693,Umang Shanker,North,Toys,Puzzle Dignissimos,5,205776.0,38038.66,242815.68
10695,Devansh Rao,North,Kitchen,Cookware Set Ab,2,103406.4,7841.37,122019.55199999998
10696,Samarth Toor,North,Books,Non-Fiction Ut,2,136630.9,26339.48,161224.46199999997
10705,Anika Bhattacharyya,North,Home Decor,Wall Art Saepe,3,20854.8,3448.12,24608.663999999997
10711,Vanya Sachdeva,North,Sports,Tennis Racket Quae,3,53443.8,8011.06,63063.684
10713,Vivaan Suresh,North,Beauty,Face Cream Sint,5,88933.5,9232.05,104941.53
10715,Vritika Sachar,North,Beauty,Lipstick Tempora,1,18558.4,2110.66,21898.912
10723,Diya Borah,North,Furniture,Bed Dolor,5,232669.25,52172.98,274549.71499999997
10727,Seher Chana,North,Electronics,Camera Vitae,1,37356.8,9098.45,44081.024
10728,Nirvaan Dhillon,North,Beauty,Shampoo Blanditiis,1,33842.8,2891.98,39934.504
10731,Aradhya Buch,North,Beauty,Shampoo Distinctio,3,58185.9,9037.45,68659.362
10733,Divyansh Desai,North,Clothing,Women's Wear Delectus,1,72180.05,12083.51,85172.459
10735,Anahi Vig,North,Books,Non-Fiction Recusandae,2,40734.4,3772.6,48066.592
10736,Yasmin Kaur,North,Groceries,Wheat At,1,53985.65,8783.57,63703.066999999995
10737,Arhaan Bansal,North,Groceries,Sugar Voluptates,4,179254.4,18805.72,211520.19199999998
10743,Lagan Chanda,North,Books,Biography Occaecati,5,94900.5,11152.81,111982.59
10744,Aarush Salvi,North,Beauty,Lipstick Tempore,1,53116.0,8171.34,62676.88
10748,Raghav Kaur,North,Groceries,Wheat Quia,3,174264.0,16186.32,205631.52
10751,Kaira Mall,North,Clothing,Kids Wear Mollitia,5,345000.0,35733.6,407100.0
10764,Lakshit Kar,North,Clothing,Men's Wear Ea,3,138662.4,9147.61,163621.63199999998
10767,Mannat Raju,North,Clothing,Men's Wear Recusandae,3,10648.8,1935.99,12565.583999999999
10773,Madhup Sahni,North,Beauty,Lipstick Reprehenderit,5,8863.5,919.86,10458.93
10774,Tarini Thaman,North,Sports,Yoga Mat Quidem,4,198934.4,32045.97,234742.59199999998
10775,Eva Jhaveri,North,Clothing,Women's Wear Corporis,3,60854.4,5830.96,71808.192
10776,Vanya Dhar,North,Home Decor,Clock Qui,4,213670.4,21770.49,252131.072
10778,Aaryahi Babu,North,Groceries,Rice Ex,4,156810.8,34043.45,185036.74399999998
10780,Seher Balasubramanian,North,Home Decor,Wall Art Dolores,5,73660.5,14686.84,86919.39
10784,Reyansh Dubey,North,Groceries,Oil Recusandae,1,20292.0,3546.66,23944.559999999998
10791,Eva Lalla,North,Beauty,Lipstick Deserunt,1,60253.95,8228.46,71099.661
10796,Rasha Yadav,North,Furniture,Sofa Deleniti,1,6379.25,1079.14,7527.514999999999
10798,Kiara Bhatia,North,Clothing,Kids Wear Dolorem,1,8115.8,773.53,9576.644
10803,Kaira Gaba,North,Beauty,Lipstick Eum,4,233107.2,55240.36,275066.496
10807,Tushar Gara,North,Electronics,Smartwatch Adipisci,1,46532.9,5585.85,54908.822
10808,Eva Sarma,North,Sports,Football Fugiat,1,7634.7,1420.66,9008.946
10810,Aarna Tailor,North,Groceries,Rice Corporis,5,99080.25,24755.56,116914.69499999999
10813,Saanvi Soman,North,Electronics,Camera Quisquam,3,29043.9,4511.66,34271.802
10822,Samarth Sagar,North,Furniture,Chair Occaecati,3,186270.3,33629.15,219798.95399999997
10823,Adira Contractor,North,Sports,Yoga Mat Amet,2,62772.0,13881.9,74070.95999999999
10830,Yashvi Gade,North,Beauty,Foundation Nisi,3,181773.6,43910.08,214492.848
10835,Dhanush Jayaraman,North,Toys,Action Figure Possimus,5,209897.75,33204.58,247679.345
10843,Ehsaan Bhatnagar,North,Groceries,Sugar Vitae,5,283855.25,64522.53,334949.195
10848,Zara Chander,North,Sports,Tennis Racket Maxime,2,121444.6,26940.85,143304.628
10849,Vedika Kaur,North,Home Decor,Wall Art Cumque,3,128592.0,25750.65,151738.56
10859,Indrajit Butala,North,Home Decor,Lamp Suscipit,5,352051.0,41927.76,415420.18
10863,Dishani Baral,North,Sports,Football Natus,1,32373.9,2879.74,38201.202
10864,Mehul Chakrabarti,North,Sports,Yoga Mat Eum,1,6458.4,724.54,7620.911999999999
10869,Aradhya Bansal,North,Books,Biography Odio,4,96696.0,6498.8,114101.28
10875,Ivan Acharya,North,Groceries,Spices Officia,4,112039.2,22202.54,132206.256
10876,Badal Chana,North,Toys,Puzzle Saepe,1,22924.45,4044.19,27050.851
10878,Aniruddh Sarin,North,Groceries,Rice A,5,391910.0,34000.6,462453.8
10880,Lagan Cherian,North,Furniture,Table Ab,1,21650.0,1194.52,25547.0
10881,Anvi Sangha,North,Electronics,Laptop Numquam,5,16923.5,2826.72,19969.73
10884,Anahi Sarin,North,Furniture,Table Ex,2,77064.0,15432.77,90935.51999999999
10886,Vaibhav Bhalla,North,Sports,Dumbbells Fugiat,2,45873.6,7741.13,54130.848
10889,Navya Chanda,North,Sports,Tennis Racket Harum,3,38316.0,8371.34,45212.88
10898,Arnav Ravi,North,Home Decor,Lamp At,1,44614.85,3061.39,52645.522999999994
10910,Riya Ghose,North,Electronics,Camera Repellendus,5,382185.0,20628.52,450978.3
10911,Reyansh Sahni,North,Sports,Tennis Racket Consequuntur,3,25641.0,3075.2,30256.379999999997
10916,Jhanvi Raval,North,Kitchen,Mixer Grinder Incidunt,1,68527.3,4229.23,80862.21399999999
10923,Hiran Buch,North,Furniture,Bed Iusto,1,63998.1,4593.02,75517.75799999999
10926,Stuvan Dayal,North,Groceries,Sugar Dolor,1,33125.0,6898.31,39087.5
10928,Vritika Subramaniam,North,Kitchen,Juicer Blanditiis,5,210280.5,42654.73,248130.99
10929,Kanav Chaudhari,North,Furniture,Sofa Aut,5,109497.0,12674.21,129206.45999999999
10934,Taran Singh,North,Kitchen,Cookware Set Praesentium,4,97913.2,19892.34,115537.57599999999
10938,Hrishita Chana,North,Home Decor,Vase Eveniet,1,28657.6,1832.41,33815.96799999999
10939,Anya Sarraf,North,Groceries,Oil Nihil,3,172624.8,20223.28,203697.26399999997
10940,Lavanya Yogi,North,Clothing,Shoes Incidunt,3,100057.8,18468.25,118068.204
10949,Kiaan Golla,North,Groceries,Spices Officiis,2,69416.1,10821.74,81910.998
10951,Shanaya Raja,North,Home Decor,Wall Art Eius,4,116686.6,23786.99,137690.188
10957,Anahi Upadhyay,North,Books,Fiction Quisquam,3,54052.8,3842.98,63782.304
10960,Aaina Ramaswamy,North,Kitchen,Refrigerator Fuga,5,86202.0,6240.3,101718.36
10968,Inaaya  Mand,North,Sports,Yoga Mat Et,2,128282.0,19421.47,151372.75999999998
10976,Kavya Mahal,North,Furniture,Bed Consequuntur,2,111042.3,13068.28,131029.91399999999
10979,Keya Kunda,North,Sports,Football Hic,4,147564.8,11329.56,174126.46399999998
10989,Ayesha Srinivas,North,Furniture,Bed Tempora,4,9075.6,1480.11,10709.208
10996,Umang Iyengar,North,Toys,RC Car Animi,2,22701.2,5387.57,26787.416
10998,Saira Ratti,North,Clothing,Kids Wear Eveniet,2,60129.0,7808.18,70952.22
11002,Farhan Kata,North,Groceries,Spices Dolores,1,64034.75,13472.26,75561.00499999999
11003,Mehul Suri,North,Beauty,Lipstick Molestias,2,82060.8,7654.7,96831.74399999999
11004,Tarini Ganesan,North,Books,Comics Nesciunt,2,69777.0,5260.27,82336.86
11011,Neysa Chacko,North,Home Decor,Vase Quia,2,16561.4,3249.54,19542.452
11015,Adira Tank,North,Kitchen,Cookware Set Ipsum,4,218351.4,27349.58,257654.65199999997
11017,Vritika Divan,North,Books,Comics Quo,3,193808.55,22075.6,228694.08899999998
11019,Aarna Anand,North,Beauty,Face Cream Reiciendis,5,147248.0,11285.43,173752.63999999998
11022,Tejas Jayaraman,North,Kitchen,Microwave Perferendis,5,156618.0,36975.33,184809.24
11031,Shayak Chaudhary,North,Clothing,Accessories Repellendus,2,112759.3,16441.9,133055.974
11033,Dhruv Bahl,North,Toys,Action Figure Natus,2,1242.7,114.31,1466.386
11040,Devansh Walia,North,Sports,Cricket Bat Modi,1,35699.2,4378.39,42125.056
11054,Farhan Dave,North,Beauty,Perfume Veniam,4,214496.0,13543.77,253105.28
11056,Suhana Mani,North,Toys,RC Car Ab,4,223760.0,18817.06,264036.8
11062,Rati Ramaswamy,North,Toys,Puzzle Commodi,4,2456.0,458.44,2898.08
11074,Aradhya Bassi,North,Groceries,Sugar Recusandae,4,4156.8,431.16,4905.024
11075,Jivin Lal,North,Books,Textbook Error,1,1238.4,283.82,1461.3120000000001
11076,Charvi Dora,North,Toys,Action Figure Voluptatem,1,22916.0,1924.59,27040.879999999997
11078,Emir Batta,North,Sports,Cricket Bat Officiis,3,33180.3,3695.39,39152.754
11083,Raunak Keer,North,Books,Textbook Placeat,1,48178.0,7140.03,56850.03999999999
11087,Anahita Chada,North,Home Decor,Vase Et,5,6863.75,1180.7,8099.224999999999
11088,Indranil Khurana,North,Electronics,Mobile Voluptates,4,244614.4,19458.47,288644.99199999997
11090,Kismat Tara,North,Furniture,Sofa Praesentium,3,158157.9,25712.93,186626.322
11095,Jivin Bora,North,Electronics,Mobile Fuga,2,123892.6,7564.37,146193.268
11101,Nehmat Hegde,North,Electronics,Smartwatch Ipsam,2,100755.6,20731.39,118891.60800000001
11102,Eva Sahota,North,Groceries,Rice Quas,4,306908.0,43168.59,362151.44
11110,Darshit Barman,North,Books,Non-Fiction Molestiae,2,52715.2,2862.48,62203.935999999994
11116,Hridaan Malhotra,North,Books,Textbook Voluptas,3,104555.1,8656.02,123375.018
11120,Aniruddh Sant,North,Electronics,Laptop Aliquam,1,60813.0,12988.64,71759.34
11121,Piya Bhandari,North,Furniture,Table Rem,2,41121.3,7523.56,48523.134
11123,Gatik Boase,North,Toys,RC Car Veritatis,3,36016.8,6971.28,42499.824
11126,Yakshit Venkataraman,North,Furniture,Sofa Id,3,63919.8,8467.3,75425.364
11128,Jayan Mani,North,Groceries,Oil Quam,1,2204.05,348.96,2600.779
11129,Anay Mander,North,Clothing,Women's Wear Quo,1,48581.1,5848.49,57325.698
11139,Mahika Kaul,North,Clothing,Accessories Facilis,5,313452.0,17200.72,369873.36
11140,Ishaan Gopal,North,Toys,Action Figure Dicta,2,94601.6,8634.7,111629.888
11144,Prisha Hayre,North,Clothing,Men's Wear Voluptatibus,5,314068.5,73960.76,370600.82999999996
11147,Raghav Majumdar,North,Electronics,Smartwatch Fugiat,2,51951.6,9561.42,61302.88799999999
11148,Renee Wali,North,Sports,Cricket Bat Et,1,12425.05,2530.81,14661.558999999997
11150,Ahana  Chaudhry,North,Kitchen,Cookware Set Aliquam,3,129021.6,13193.29,152245.488
11154,Aarav Bahri,North,Clothing,Men's Wear Ullam,3,181929.6,41542.19,214676.92799999999
11155,Prerak Sahni,North,Electronics,Camera In,4,182707.2,42983.62,215594.496
11161,Fateh Rama,North,Toys,RC Car Doloremque,2,43644.0,2349.3,51499.92
11163,Kashvi Chaudry,North,Beauty,Foundation Fugiat,2,20121.0,1752.21,23742.78
11168,Pihu Bahl,North,Sports,Tennis Racket Recusandae,2,5632.0,1115.4,6645.759999999999
11169,Amira Varghese,North,Electronics,Camera Cupiditate,4,135017.4,31622.78,159320.53199999998
11173,Aarush Thakkar,North,Kitchen,Refrigerator Necessitatibus,2,80761.6,12751.87,95298.688
11178,Shalv Gupta,North,Books,Biography Tenetur,5,199946.5,29876.63,235936.87
11183,Divij Mallick,North,Kitchen,Mixer Grinder Ullam,3,204681.0,44311.79,241523.58
11184,Aarush Mall,North,Sports,Tennis Racket Ipsam,4,263574.8,59364.54,311018.26399999997
11186,Ryan Banik,North,Kitchen,Mixer Grinder Dolorem,2,103652.6,21673.16,122310.068
